frame_idx,cx_px,cy_px,radius_px
0,963.8344915216119,166.4019250663428,68.68761993995821
1,935.1013666237785,215.5207195929107,67.65218916261051
2,906.6093725560969,263.722095891235,66.40322054208636
3,879.6006852016168,309.35328551710535,65.61114921070644
4,853.6576704545455,354.16624436936934,64.38686168511158
5,828.8750904673283,398.4003696236559,64.06968309759434
6,803.9473108380364,440.0411479806268,63.056862776900196
7,780.0178200057089,480.63033342848206,62.47364780003285
8,757.1645787682087,519.770634362812,62.04418271331868
9,734.5126573206043,558.7396576933,60.83575467320952
10,714.7177096779334,591.2440120476168,57.69786776522314
11,703.5411062044227,615.2366377341252,55.995638525276505
12,701.8009085213033,621.7496170983013,55.20992184468277
13,703.377866533533,621.3807455483441,56.461256717599404
14,703.730268497776,621.0748352326223,57.16718990337883
15,1015.5847457627119,678.9265536723163,4.3336224206596095
16,982.3597883597884,620.0,3.166506184233564
17,1076.6984126984125,646.3849206349206,3.656366395715726
18,1072.767543859649,644.6842105263158,3.477898169151024
19,1069.2882882882882,642.5945945945946,3.431831258788849
20,1038.631746031746,665.7174603174602,4.087941905733129
21,712.4740503627828,596.8954616588419,61.065541155737805
22,713.1550820517226,591.1018844688833,60.86714027530076
23,911.4203187250996,786.796812749004,8.938444016277748
24,716.8821187997551,580.0227743271221,60.32081157417323
25,718.1954263661371,577.6493273665338,62.261841836628115
26,719.5841055213097,572.4309935706236,63.26097568047547
27,721.3888504014019,566.4152437616311,62.49402490264185
28,722.026350511766,563.1154580274906,64.3534829997119
29,763.4414414414414,659.1441441441441,3.431831258788849
30,722.8210196791254,555.9221292334103,64.82904119472754
31,724.5888495381357,553.930665595677,66.02344080963913
32,726.1067068792187,551.2663004452104,66.57915195461315
33,771.3546666666666,688.4186666666666,4.460310290381928
34,920.2786069651742,866.5406301824212,5.655982988081821
35,918.3384301732924,903.4148827726808,7.214129635032196
36,,,
37,,,
38,903.2974358974359,918.1367521367521,7.878478774854901
39,893.5456702253855,920.3879003558719,6.687491234298748
40,,,
41,,,
42,,,
43,,,
44,,,
45,890.1959595959595,923.0242424242424,5.124506377219443
46,891.6869712351945,922.9407783417935,5.599421737028154
47,888.0914253265189,915.2288472458829,9.665606633571562
48,890.5,919.5,4.61809077155419
49,861.3423423423422,904.0180180180179,5.426201661567752
50,861.1891891891892,902.2995495495494,4.853342309955121
51,860.1914893617021,901.3581560283687,3.8678889139475245
52,1006.7642276422764,653.7018970189702,4.424483924742312
53,788.4728682170542,689.1298449612403,5.232078956954491
54,794.3444444444444,648.7222222222222,3.0901936161855166
55,654.6875,699.5,3.1915382432114616
56,839.992700729927,815.9732360097323,6.6036697681803656
57,840.5565217391304,813.0710144927535,6.050259243299904
58,840.6830409356725,815.3859649122807,6.734920844463591
59,865.8064516129032,809.4516129032259,3.141274657157109
60,842.9214559386972,838.875478927203,5.262410103554244
61,899.9485530546624,890.9860664523043,7.0354237471228025
62,864.9029694688414,888.3751568381431,11.262614689504414
63,900.2783882783882,895.2454212454212,3.805666803775979
64,871.5961199294533,876.9382716049382,5.484549593573589
65,871.4695340501792,876.9498207885304,5.440847306724618
66,,,
67,864.0327868852459,911.1420765027322,4.406461512053774
68,869.0,923.0285714285715,4.087941905733129
69,856.7016574585635,849.5174953959483,5.367219457003138
70,866.1898454746137,910.5496688741722,4.902284814948658
71,869.2290076335878,924.2290076335878,4.566103102760415
72,868.4599156118143,923.879746835443,5.014626706796775
73,900.4736842105264,934.6023391812864,6.023896332520351
74,920.1089430894309,886.7588075880758,9.893446821078872
75,1016.6270396270396,802.3310023310023,4.770655810487803
76,1031.5502008032126,794.5983935742971,3.634537147509613
77,951.6282051282051,886.6880341880341,3.523362819972964
78,922.5891390075583,723.4308744796801,176.0560804886693
79,936.3598341602751,741.8555447016078,181.4139301768215
80,946.2174640820981,760.2558738122386,186.80128819924678
81,957.2065949199225,783.5503275641244,193.50633522217407
82,764.0918367346939,698.0340136054422,3.949327084834294
