frame_idx,theta_rad,omega_rad_s
1,-0.5282994554768745,0.0
6,0.04770064176667712,0.0
13,0.060360906326148545,14.836229439570255
15,0.5243863252021436,14.836229439570255
16,0.6585099012598803,0.0
17,0.6585099012598803,0.0
18,0.5243863252021436,0.0
