frame_idx,theta_rad,omega_rad_s
12,1.288505586753231,1.669750221448627
13,1.2954628793426002,7.5065538266745335
14,1.2954628793426002,6.555415034259511
15,1.326740186953744,1.669750221448627
16,1.3540544162631587,0.0
17,1.3540544162631587,0.0
18,1.2480196769846774,0.0
19,1.2480196769846774,0.0
20,1.1839243336945644,0.0
21,1.1839243336945644,0.0
