frame_idx,theta_rad,omega_rad_s
2,-1.0640136640813869,0.0
17,-1.0640136640813869,0.0
19,1.118757484052947,0.0
20,1.2134169072552468,0.0
21,1.2134169072552468,0.0
22,1.2134169072552468,0.0
23,1.2134169072552468,0.0
24,1.2134169072552468,0.0
