frame_idx,cx_px,cy_px,radius_px
0,1759.502793459331,267.07469289479525,95.27790742913872
1,1671.20421375399,322.2835300670152,94.11909996144142
2,1590.1918826639253,375.5544582323714,93.11350428307426
3,1506.7563089258172,429.4722347250478,94.02097108705665
4,1420.3467976321813,482.5773693013986,94.57372516655107
5,1336.1468357878184,534.863526906482,92.57438209715087
6,1254.7710759981805,586.1528005748149,89.7105791271457
7,1177.0757794534466,631.7192764318947,89.08480275745279
8,1083.1835748792269,572.526570048309,3.3138634663094946
9,1083.016129032258,571.9354838709677,3.141274657157109
10,1152.8383838383838,577.9040404040404,3.2410224072142872
11,1151.915611814346,578.8945147679325,3.5458765494951643
12,1014.5,700.5,4.259537945889915
13,1032.502192982456,588.4451754385964,4.918490759365935
14,1042.9767441860465,581.9612403100775,3.6996385101659595
15,1080.8251366120219,571.6994535519125,3.1158388162107515
16,1062.0392156862745,605.2941176470588,3.2897623212397704
17,,,
18,,,
19,,,
20,,,
21,,,
22,,,
23,,,
24,1115.0520094562646,837.7919621749409,4.737177110469614
25,1202.6896551724137,853.1877394636015,3.721085869607808
26,1251.1254480286736,803.4336917562723,3.847260025985541
27,,,
