frame_idx,cx_px,cy_px,radius_px
0,1751.300535091491,291.8023840236969,105.37665955761521
1,1649.636881016967,351.16469626857366,104.74571261835011
2,1545.8603173207498,416.18264017116564,104.21331492043018
3,1438.0555843540337,480.21055801576836,103.66283134577061
4,1334.1582269276635,543.3574309453865,104.61267703717799
5,1394.4703703703703,599.4148148148148,3.7846987830302403
6,1430.5589743589742,857.5333333333333,3.2163754912903433
7,1430.21164021164,857.4338624338624,3.166506184233564
8,1431.2888888888888,623.6833333333333,3.0901936161855166
9,1428.1156462585031,776.9285714285714,3.949327084834294
10,1449.5124378109451,781.7960199004974,3.2654833007009834
11,1539.5824915824915,884.9023569023568,3.9694255713009206
12,1451.986111111111,852.8518518518517,3.385137501286538
13,,,
14,,,
15,1421.4315789473685,848.617543859649,3.888408362521876
16,1498.3242009132418,939.1461187214611,3.4085643379153576
17,1449.626582278481,853.1490857946553,8.685588237163813
18,1171.0833333333333,864.2467948717948,4.068428945128219
19,1231.3470319634703,849.2328767123288,3.4085643379153576
20,1356.2282608695652,833.7717391304348,3.826519928662906
21,1418.6916666666666,834.875,3.5682482323055424
22,1554.25,891.2647058823529,3.2897623212397704
23,1270.6555555555556,803.8148148148148,3.7846987830302403
24,,,
