target,group,r2,rmse,mae,n
speed_out_mps,Oblique,0.12423204311049585,1.9080960572591947,1.5559161087389444,4
speed_out_mps,Pocket,-0.009147526037567744,1.1158196624474817,0.7806728332294381,5
speed_out_mps,Shallow,0.08950069671207994,0.3898340378762944,0.34471090576293983,4
