frame_idx,cx_px,cy_px,radius_px
0,1497.0969720523133,728.8560091469252,97.05208829316632
1,1497.274347774761,728.5858137848458,97.1463363206257
2,1497.2748618707053,728.5760987238816,97.25113106404409
3,1497.3091069135844,728.5082109677672,97.2740398649221
4,1497.2516971220634,728.6813178778522,97.12175869612001
5,1497.1978704375558,728.9002491801803,97.11684242482768
6,1497.139808782469,728.5269312124545,96.98072675545154
7,1497.2920966782817,728.0194734823855,97.70339979606027
8,1684.1787439613527,667.6642512077294,4.686510657907603
9,1682.9870967741936,680.2516129032258,4.9667913363905045
10,1684.8032665181886,690.7193763919822,8.453435363700429
11,1683.1175757575757,691.321212121212,6.615709285501534
12,1676.006172839506,679.216049382716,5.863230142835039
13,1677.1655948553055,685.0739549839228,9.949591680222808
14,1675.668259657507,683.7475109518119,11.541780077956624
15,1681.4593654932637,689.5606258148631,11.048612643743274
16,1692.485185185185,683.1994708994708,14.161046158239445
17,1692.4441613588108,682.3142250530785,11.177505550306734
18,1703.1537216828476,675.7168284789643,5.725898905580716
19,1710.1836641569698,690.9739904175223,15.248782635255154
20,,,
21,1490.1750067389075,726.4476198177798,99.19954703209027
22,,,
23,,,
24,1718.8493827160494,695.2098765432099,8.02855852268747
25,1483.8921958768583,726.1832476648427,97.97262177706693
26,1591.5806451612902,746.4139784946236,3.141274657157109
27,1624.9058380414313,773.1280602636534,5.30758183425046
