frame_idx,cx_px,cy_px,radius_px
0,1091.549634207201,243.43960437040104,99.96350462527683
1,,,
2,,,
3,,,
4,1034.3333333333333,586.2878787878788,3.2410224072142872
5,1010.5421052631579,693.8350877192981,10.998079684646791
6,1078.469079939668,635.131221719457,5.930703366659714
7,1017.7706093189963,602.0931899641577,3.847260025985541
8,1018.4922118380061,601.981308411215,4.126691036512523
9,1030.5,588.5,4.259537945889915
10,735.950618556701,736.236563573883,87.857923603719
11,736.0261729709804,736.8959771174233,88.15541229121533
12,718.7347588652482,697.0986666666666,86.48862541004499
13,683.0877820365906,620.7565166422992,89.75226063812093
14,683.3408360762363,621.0306679543528,89.86125053466313
15,666.5751806976956,581.4992484544301,90.09915109114633
16,631.7959185035403,496.9722183293626,89.16069903548917
17,631.8044437325217,496.9661680982987,89.155343770514
18,613.01029257666,452.3024693911317,87.72376991659287
19,575.8253484036659,366.73456138292465,90.21566094549961
20,575.8241682311221,366.7311287546934,90.21389676733381
21,556.2479055976758,322.53027679939504,89.43161272836925
22,522.7264206558962,238.4691426716743,89.49387800969097
23,522.4734978113809,238.52099084759251,89.43784120716835
24,505.2843554741911,195.468771971717,89.43250253761273
25,470.5210487468309,111.03928628734636,90.9159610270803
