frame_idx,cx_px,cy_px,radius_px
0,1092.69321675891,212.18234806555972,89.08837579677069
1,1011.7993205961475,354.92351143139524,90.02934958579316
2,1011.7962508427095,354.94108560619446,90.02934958579316
3,1048.0111111111112,589.3138888888888,4.370193722368317
4,1047.3433333333332,589.7166666666667,3.989422804014327
5,1047.3433333333332,589.7166666666667,3.989422804014327
6,1021.4201388888888,604.1284722222222,3.9088200952233594
7,1063.0936329588014,649.4981273408239,3.763613946086751
8,1063.0936329588014,649.4981273408239,3.763613946086751
9,1033.124716553288,650.2585034013606,4.8369180925986965
10,1001.5,662.5915032679738,4.029119531035698
11,1000.5615384615385,663.6333333333333,4.54864184146723
12,847.5820895522388,606.0199004975124,3.2654833007009834
13,861.329457364341,580.3333333333333,3.6996385101659595
14,861.3968253968253,580.1507936507936,3.656366395715726
15,825.4388489208633,601.5467625899281,4.703460118867115
16,692.5804121092582,540.8058693443309,84.26658258757146
17,692.6473808245331,540.9210891354932,84.34209705974446
18,679.5556205562056,502.7861878618786,84.10399687753369
19,653.1950498679415,423.2996266451183,84.20517721427245
20,653.1823263959049,423.33732216759086,84.19572625885539
21,640.7454192647814,384.1272865327535,83.1687019359859
22,613.1362463966015,304.7618541878897,85.69090739063728
23,613.137211974075,304.76109653971486,85.68719268162779
24,598.9594474816879,265.3623419628865,86.49690583949756
25,569.715638701329,184.63665021646807,87.79359167386535
26,569.7118155222853,184.6300120461194,87.78996593703081
